SEASON,AGE_GRP,RPHO_REGION,WEEKENDING,MMWR_WEEK,MMWR_YEAR,COV_POSITIVES,COV_TOTAL_TESTS,COV_TP,COV_TP_LEVEL,FLU_POSITIVES,FLU_TOTAL_TESTS,FLU_TP,FLU_TP_LEVEL,RSV_POSITIVES,RSV_TOTAL_TESTS,RSV_TP,RSV_TP_LEVEL,FLU_A_TESTS,FLU_B_TESTS,COV_ED_VISITS,FLU_ED_VISITS,RSV_ED_VISITS,POP,COV_ADM,FLU_ADM,RSV_ADM,COV_ADM_RATE,FLU_ADM_RATE,RSV_ADM_RATE,COV_ADM_LEVEL,FLU_ADM_LEVEL,RSV_ADM_LEVEL,TOTAL_DEATHS,COV_DEATHS,FLU_DEATHS,RSV_DEATHS,COV_DEATHS_PER,FLU_DEATHS_PER,RSV_DEATHS_PER,SEASON_COV_PED_DEATHS,SEASON_FLU_PED_DEATHS,SEASON_RSV_PED_DEATHS
2023/2024,>64 yrs,Greater Sierra-Sacramento,06/08/2024,23,2024,186,1535,12.11726384,Moderate,20,1040,1.923077,Very Low,1,695,0.143885,Very Low,,,,,,510647,95,,,18.60384963,,,Moderate,,,346,4,0,0,1.156069,0,0,,,
2023/2024,>64 yrs,Central California,06/08/2024,23,2024,175,2069,8.458192364,Moderate,21,1278,1.643192,Very Low,1,867,0.11534,Very Low,,,,,,565180,42,,,7.431260837,,,Low,,,459,4,0,0,0.87146,0,0,,,
2023/2024,0-17 yrs,Greater Sierra-Sacramento,06/08/2024,23,2024,62,1256,4.936305733,Low,55,952,5.777311,Low,1,541,0.184843,Very Low,,,,,,673877,0,,,0,,,Very Low,,,3,0,0,0,0,0,0,,,
2023/2024,All Ages,Central California,06/08/2024,23,2024,604,11504,5.250347705,Low,255,5143,4.958196,Low,4,3555,0.112518,Very Low,,,,,,4432134,44,,,0.9927497679,,,Very Low,,,657,6,1,0,0.913242,0.152207,0,,,
2023/2024,18-64 yrs,Bay Area,06/08/2024,23,2024,1188,26392,4.50136405,Low,273,3691,7.39637,Low,15,2573,0.582977,Very Low,,,,,,5244977,78,,,1.487137122,,,Very Low,,,225,4,1,0,1.777778,0.444444,0,,,
2023/2024,All Ages,Bay Area,06/08/2024,23,2024,2176,44151,4.92854069,Low,502,8501,5.905188,Low,35,6229,0.561888,Very Low,,,,,,8391874,373,,,4.444775982,,,Low,,,1085,15,5,0,1.382488,0.460829,0,,,
2023/2024,0-17 yrs,Rural North,06/15/2024,24,2024,8,209,3.827751196,Low,5,176,2.840909,Low,0,120,0,Very Low,,,,,,151044,0,,,0,,,Very Low,,,2,0,0,0,0,0,0,,,
2023/2024,All Ages,Rural North,06/15/2024,24,2024,87,914,9.518599562,Moderate,8,674,1.186944,Very Low,1,418,0.239234,Very Low,,,,,,683715,7,,,1.023818404,,,Very Low,,,124,1,0,0,0.806452,0,0,,,
2023/2024,0-17 yrs,Central California,06/15/2024,24,2024,107,2764,3.871201158,Low,80,1426,5.610098,Low,3,1021,0.29383,Very Low,,,,,,1246767,0,,,0,,,Very Low,,,17,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Southern California,06/15/2024,24,2024,123,3763,3.268668616,Low,82,2381,3.443931,Low,14,1829,0.765446,Very Low,,,,,,2950125,1,,,0.03389686878,,,Very Low,,,17,0,0,0,0,0,0,,,
2023/2024,>64 yrs,California,06/15/2024,24,2024,2566,30840,8.320363165,Moderate,239,15407,1.551243,Very Low,14,10434,0.134177,Very Low,,,,,,6221657,811,,,13.03511267,,,Moderate,,,4007,33,2,2,0.823559,0.049913,0.049913,,,
2023/2024,>64 yrs,Rural North,06/15/2024,24,2024,35,217,16.12903226,High,0,212,0,Very Low,0,137,0,Very Low,,,,,,146162,7,,,4.789206497,,,Low,,,87,1,0,0,1.149425,0,0,,,
2023/2024,18-64 yrs,Central California,06/15/2024,24,2024,415,7175,5.783972125,Low,98,2297,4.266434,Low,0,1479,0,Very Low,,,,,,2620187,20,,,0.7633042985,,,Very Low,,,161,1,1,0,0.621118,0.621118,0,,,
2023/2024,>64 yrs,Los Angeles,06/15/2024,24,2024,482,10974,4.392199745,Low,51,3442,1.481697,Very Low,0,2214,0,Very Low,,,,,,1558959,136,,,8.723770157,,,Low,,,899,8,1,1,0.889878,0.111235,0.111235,,,
2023/2024,0-17 yrs,California,06/15/2024,24,2024,746,20565,3.62752249,Low,452,9774,4.624514,Low,36,7096,0.507328,Very Low,,,,,,8694111,13,,,0.1495265013,,,Very Low,,,68,0,0,0,0,0,0,11,19,7
2023/2024,All Ages,California,06/15/2024,24,2024,7098,121235,5.854744917,Low,1531,48448,3.160089,Low,81,32711,0.247623,Very Low,,,0.8,0.2,0,39109070,1058,,,2.705254817,,,Very Low,,,5279,39,4,2,0.738776,0.075772,0.037886,,,
2023/2024,All Ages,Greater Sierra-Sacramento,06/15/2024,24,2024,667,6314,10.56382642,Moderate,107,3297,3.245375,Low,4,1970,0.203046,Very Low,,,,,,2973210,142,,,4.77598286,,,Low,,,505,2,0,0,0.39604,0,0,,,
2023/2024,>64 yrs,Central California,06/15/2024,24,2024,187,2087,8.960229995,Moderate,17,1240,1.370968,Very Low,4,871,0.459242,Very Low,,,,,,565180,90,,,15.92413037,,,Moderate,,,461,1,0,0,0.21692,0,0,,,
2023/2024,0-17 yrs,Bay Area,06/15/2024,24,2024,317,9249,3.427397556,Low,170,2201,7.723762,Low,7,1668,0.419664,Very Low,,,,,,1696702,9,,,0.5304408199,,,Very Low,,,15,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,Bay Area,06/15/2024,24,2024,1485,27383,5.423072709,Low,210,3506,5.989732,Low,11,2438,0.451189,Very Low,,,,,,5244977,78,,,1.487137122,,,Very Low,,,213,1,1,0,0.469484,0.469484,0,,,
2023/2024,>64 yrs,Bay Area,06/15/2024,24,2024,1045,9381,11.13953736,Moderate,63,2503,2.51698,Low,6,1948,0.308008,Very Low,,,,,,1450195,319,,,21.99704178,,,Moderate,,,835,14,0,0,1.676647,0,0,,,
2023/2024,0-17 yrs,Greater Sierra-Sacramento,06/15/2024,24,2024,66,1135,5.814977974,Low,21,847,2.479339,Low,2,464,0.431034,Very Low,,,,,,673877,2,,,0.296790067,,,Very Low,,,5,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,Rural North,06/15/2024,24,2024,44,488,9.016393443,Moderate,3,286,1.048951,Very Low,1,161,0.621118,Very Low,,,,,,386509,0,,,0,,,Very Low,,,35,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,06/15/2024,24,2024,216,1564,13.81074169,High,16,983,1.62767,Very Low,0,662,0,Very Low,,,,,,510647,118,,,23.10793954,,,High,,,391,1,0,0,0.255754,0,0,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,06/15/2024,24,2024,384,3614,10.62534588,Moderate,70,1467,4.771643,Low,2,844,0.236967,Very Low,,,,,,1788686,22,,,1.229953161,,,Very Low,,,109,1,0,0,0.917431,0,0,,,
2023/2024,18-64 yrs,Southern California,06/15/2024,24,2024,745,13761,5.413850738,Low,179,5382,3.325901,Low,3,2395,0.125261,Very Low,,,,,,7861790,45,,,0.5723887308,,,Very Low,,,360,1,0,0,0.277778,0,0,,,
2023/2024,18-64 yrs,California,06/15/2024,24,2024,3773,69780,5.406993408,Low,823,23245,3.540546,Low,24,15161,0.158301,Very Low,,,,,,24193302,234,,,0.9672098501,,,Very Low,,,1204,6,2,0,0.498339,0.166113,0,,,
2023/2024,All Ages,Los Angeles,06/15/2024,24,2024,1275,31093,4.100601422,Low,314,10164,3.089335,Low,13,6253,0.2079,Very Low,,,,,,9825708,206,,,2.096541033,,,Very Low,,,1237,10,1,1,0.808407,0.080841,0.080841,,,
2023/2024,All Ages,Southern California,06/15/2024,24,2024,1437,23871,6.01985673,Low,336,12300,2.731707,Low,19,6552,0.289988,Very Low,,,,,,12802429,187,,,1.460660317,,,Very Low,,,1711,9,1,1,0.526008,0.058445,0.058445,,,
2023/2024,0-17 yrs,Los Angeles,06/15/2024,24,2024,121,3329,3.634725143,Low,74,1865,3.967828,Low,9,1195,0.753138,Very Low,,,,,,1975596,1,,,0.0506176364,,,Very Low,,,12,0,0,0,0,0,0,,,
2023/2024,All Ages,Bay Area,06/15/2024,24,2024,2847,46015,6.187112898,Low,443,8210,5.395859,Low,24,6054,0.396432,Very Low,,,,,,8391874,406,,,4.838013535,,,Low,,,1063,15,1,0,1.411101,0.094073,0,,,
2023/2024,All Ages,Central California,06/15/2024,24,2024,720,12054,5.973120956,Low,195,4963,3.929075,Low,7,3371,0.207654,Very Low,,,,,,4432134,110,,,2.48187442,,,Very Low,,,639,2,1,0,0.312989,0.156495,0,,,
2023/2024,>64 yrs,Southern California,06/15/2024,24,2024,569,6346,8.96627797,Moderate,75,4537,1.653075,Very Low,2,2328,0.085911,Very Low,,,,,,1990514,141,,,7.083597503,,,Low,,,1334,8,1,1,0.5997,0.074963,0.074963,,,
2023/2024,18-64 yrs,Los Angeles,06/15/2024,24,2024,671,16772,4.000715478,Low,189,4856,3.892092,Low,4,2843,0.140696,Very Low,,,,,,6291153,69,,,1.096778285,,,Very Low,,,326,2,0,0,0.613497,0,0,,,
2023/2024,18-64 yrs,Southern California,06/22/2024,25,2024,905,14798,6.11569131,Low,182,5391,3.375997,Low,4,2466,0.162206,Very Low,,,,,,7861790,53,,,0.6741467274,,,Very Low,,,377,4,1,0,1.061008,0.265252,0,,,
2023/2024,18-64 yrs,California,06/22/2024,25,2024,4732,74030,6.392003242,Low,763,23922,3.189533,Low,22,15703,0.140101,Very Low,,,,,,24193302,331,,,1.368147267,,,Very Low,,,1219,10,3,0,0.820345,0.246103,0,,,
2023/2024,18-64 yrs,Bay Area,06/22/2024,25,2024,1947,28445,6.844788188,Low,183,3782,4.83871,Low,11,2589,0.424874,Very Low,,,,,,5244977,112,,,2.13537638,,,Very Low,,,229,1,2,0,0.436681,0.873362,0,,,
2023/2024,>64 yrs,Central California,06/22/2024,25,2024,251,2235,11.23042506,Moderate,24,1216,1.973684,Very Low,0,814,0,Very Low,,,,,,565180,85,,,15.03945646,,,Moderate,,,448,6,1,0,1.339286,0.223214,0,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,06/22/2024,25,2024,290,1715,16.90962099,High,16,1093,1.463861,Very Low,0,688,0,Very Low,,,,,,510647,134,,,26.24121947,,,High,,,388,3,0,0,0.773196,0,0,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,06/22/2024,25,2024,433,3695,11.71853857,Moderate,49,1461,3.353867,Low,1,825,0.121212,Very Low,,,,,,1788686,54,,,3.018975941,,,Low,,,103,1,0,0,0.970874,0,0,,,
2023/2024,>64 yrs,Rural North,06/22/2024,25,2024,43,264,16.28787879,High,2,219,0.913242,Very Low,0,144,0,Very Low,,,,,,146162,2,,,1.368344713,,,Very Low,,,130,2,1,0,1.538462,0.769231,0,,,
2023/2024,18-64 yrs,Central California,06/22/2024,25,2024,527,7380,7.140921409,Low,92,2283,4.029785,Low,0,1488,0,Very Low,,,,,,2620187,38,,,1.450278167,,,Very Low,,,189,3,0,0,1.587302,0,0,,,
2023/2024,0-17 yrs,Southern California,06/22/2024,25,2024,185,3600,5.138888889,Low,80,2183,3.664682,Low,6,1658,0.361882,Very Low,,,,,,2950125,15,,,0.5084530317,,,Very Low,,,19,0,0,0,0,0,0,,,
2023/2024,All Ages,Central California,06/22/2024,25,2024,903,12339,7.318259178,Low,176,4722,3.727234,Low,2,3226,0.061996,Very Low,,,,,,4432134,123,,,2.775186851,,,Very Low,,,646,9,1,0,1.393189,0.154799,0,,,
2023/2024,0-17 yrs,Central California,06/22/2024,25,2024,125,2724,4.588839941,Low,60,1223,4.905969,Low,2,924,0.21645,Very Low,,,,,,1246767,0,,,0,,,Very Low,,,9,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Los Angeles,06/22/2024,25,2024,566,11099,5.099558519,Low,55,3641,1.510574,Very Low,4,2460,0.162602,Very Low,,,,,,1558959,170,,,10.9047127,,,Low,,,919,10,0,0,1.088139,0,0,,,
2023/2024,0-17 yrs,Los Angeles,06/22/2024,25,2024,145,3288,4.409975669,Low,62,1690,3.668639,Low,13,1155,1.125541,Low,,,,,,1975596,4,,,0.2024705456,,,Very Low,,,13,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Greater Sierra-Sacramento,06/22/2024,25,2024,78,1170,6.666666667,Low,25,811,3.082614,Low,3,462,0.649351,Very Low,,,,,,673877,0,,,0,,,Very Low,,,5,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,Rural North,06/22/2024,25,2024,65,529,12.28733459,Moderate,5,287,1.74216,Very Low,0,163,0,Very Low,,,,,,386509,2,,,0.517452375,,,Very Low,,,33,1,0,0,3.030303,0,0,,,
2023/2024,All Ages,Southern California,06/22/2024,25,2024,1848,24936,7.410972089,Low,324,12228,2.649657,Low,17,6540,0.259939,Very Low,,,,,,12802429,241,,,1.882455275,,,Very Low,,,1734,20,1,0,1.153403,0.05767,0,,,
2023/2024,18-64 yrs,Los Angeles,06/22/2024,25,2024,809,18555,4.360010779,Low,173,5208,3.321813,Low,5,3123,0.160102,Very Low,,,,,,6291153,72,,,1.144464298,,,Very Low,,,288,0,0,0,0,0,0,,,
2023/2024,>64 yrs,California,06/22/2024,25,2024,3178,31769,10.00346249,Moderate,269,16157,1.664913,Very Low,21,10898,0.192696,Very Low,,,,,,6221657,926,,,14.88349486,,,Moderate,,,4040,57,4,0,1.410891,0.09901,0,,,
2023/2024,>64 yrs,Southern California,06/22/2024,25,2024,758,6537,11.59553312,Moderate,62,4654,1.332187,Very Low,7,2416,0.289735,Very Low,,,,,,1990514,173,,,8.691222468,,,Low,,,1338,16,0,0,1.195815,0,0,,,
2023/2024,All Ages,Bay Area,06/22/2024,25,2024,3646,47245,7.717218753,Low,378,8506,4.443922,Low,26,6065,0.428689,Very Low,,,,,,8391874,479,,,5.707902669,,,Low,,,1056,21,4,0,1.988636,0.378788,0,,,
2023/2024,All Ages,California,06/22/2024,25,2024,8936,126085,7.087282389,Low,1385,49018,2.825493,Low,75,33175,0.226074,Very Low,,,1,0.2,0,39109070,1282,,,3.27801198,,,Low,,,5316,67,7,0,1.260346,0.131678,0,,,
2023/2024,0-17 yrs,Rural North,06/22/2024,25,2024,11,152,7.236842105,Low,0,137,0,Very Low,0,83,0,Very Low,,,,,,151044,1,,,0.6620587379,,,Very Low,,,1,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,California,06/22/2024,25,2024,1020,20256,5.035545024,Low,353,8936,3.950313,Low,32,6571,0.486988,Very Low,,,,,,8694111,25,,,0.2875509641,,,Very Low,,,57,0,0,0,0,0,0,11,19,7
2023/2024,All Ages,Los Angeles,06/22/2024,25,2024,1522,32960,4.617718447,Low,290,10540,2.751423,Low,22,6739,0.326458,Very Low,,,,,,9825708,246,,,2.503636379,,,Very Low,,,1220,10,0,0,0.819672,0,0,,,
2023/2024,>64 yrs,Bay Area,06/22/2024,25,2024,1230,9611,12.79783581,Moderate,91,2790,3.261649,Low,8,2068,0.386847,Very Low,,,,,,1450195,362,,,24.96216026,,,High,,,817,20,2,0,2.44798,0.244798,0,,,
2023/2024,0-17 yrs,Bay Area,06/22/2024,25,2024,465,9181,5.064807755,Low,104,1934,5.377456,Low,7,1408,0.497159,Very Low,,,,,,1696702,5,,,0.2946893444,,,Very Low,,,10,0,0,0,0,0,0,,,
2023/2024,All Ages,Rural North,06/22/2024,25,2024,119,945,12.59259259,Moderate,7,643,1.088647,Very Low,0,390,0,Very Low,,,,,,683715,5,,,0.7312988599,,,Very Low,,,164,3,1,0,1.829268,0.609756,0,,,
2023/2024,All Ages,Greater Sierra-Sacramento,06/22/2024,25,2024,801,6580,12.17325228,Moderate,90,3365,2.674591,Low,4,1975,0.202532,Very Low,,,,,,2973210,188,,,6.323132238,,,Low,,,496,4,0,0,0.806452,0,0,,,
2023/2024,18-64 yrs,Southern California,06/29/2024,26,2024,1131,14710,7.688647179,Low,147,5550,2.648649,Low,4,2449,0.163332,Very Low,,,,,,7861790,68,,,0.864942971,,,Very Low,,,446,3,2,0,0.672646,0.44843,0,,,
2023/2024,0-17 yrs,Central California,06/29/2024,26,2024,156,2669,5.844885725,Low,39,1147,3.400174,Low,0,864,0,Very Low,,,,,,1246767,4,,,0.3208297942,,,Very Low,,,8,0,0,0,0,0,0,,,
2023/2024,All Ages,Los Angeles,06/29/2024,26,2024,1895,32885,5.762505702,Low,268,10410,2.574448,Low,18,6612,0.272232,Very Low,,,,,,9825708,317,,,3.226230619,,,Low,,,1251,7,0,0,0.559552,0,0,,,
2023/2024,All Ages,California,06/29/2024,26,2024,9808,120075,8.168228191,Moderate,1333,48756,2.734022,Low,67,32841,0.204013,Very Low,,,1.4,0.2,0,39109070,1488,,,3.804744015,,,Low,,,5421,57,4,0,1.051467,0.073787,0,,,
2023/2024,>64 yrs,Southern California,06/29/2024,26,2024,826,6671,12.38195173,Moderate,81,4650,1.741935,Very Low,1,2357,0.042427,Very Low,,,,,,1990514,166,,,8.339554507,,,Low,,,1363,12,0,0,0.880411,0,0,,,
2023/2024,18-64 yrs,Rural North,06/29/2024,26,2024,73,640,11.40625,Moderate,4,330,1.212121,Very Low,0,217,0,Very Low,,,,,,386509,1,,,0.2587261875,,,Very Low,,,31,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Rural North,06/29/2024,26,2024,10,173,5.780346821,Low,1,129,0.775194,Very Low,2,94,2.12766,Low,,,,,,151044,0,,,0,,,Very Low,,,,0,0,0,0,0,0,,,
2023/2024,All Ages,Bay Area,06/29/2024,26,2024,3462,41196,8.403728517,Moderate,391,8220,4.756691,Low,30,5844,0.513347,Very Low,,,,,,8391874,558,,,6.649289539,,,Low,,,1102,23,1,0,2.087114,0.090744,0,,,
2023/2024,18-64 yrs,Los Angeles,06/29/2024,26,2024,1042,18436,5.651985246,Low,151,5180,2.915058,Low,3,3139,0.095572,Very Low,,,,,,6291153,91,,,1.44647571,,,Very Low,,,318,1,0,0,0.314465,0,0,,,
2023/2024,All Ages,Central California,06/29/2024,26,2024,1075,12370,8.690379952,Moderate,157,4683,3.352552,Low,1,3200,0.03125,Very Low,,,,,,4432134,144,,,3.248999241,,,Low,,,632,7,1,0,1.107595,0.158228,0,,,
2023/2024,All Ages,Rural North,06/29/2024,26,2024,120,1063,11.28880527,Moderate,9,692,1.300578,Very Low,2,460,0.434783,Very Low,,,,,,683715,7,,,1.023818404,,,Very Low,,,133,2,0,0,1.503759,0,0,,,
2023/2024,>64 yrs,California,06/29/2024,26,2024,3470,31689,10.95017198,Moderate,277,16003,1.730925,Very Low,24,10759,0.223069,Very Low,,,,,,6221657,1095,,,17.59981304,,,Moderate,,,4072,50,1,0,1.227898,0.024558,0,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,06/29/2024,26,2024,561,3820,14.68586387,High,57,1481,3.848751,Low,0,881,0,Very Low,,,,,,1788686,50,,,2.795348094,,,Very Low,,,99,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Greater Sierra-Sacramento,06/29/2024,26,2024,86,1226,7.014681892,Low,29,831,3.489771,Low,0,446,0,Very Low,,,,,,673877,5,,,0.7419751676,,,Very Low,,,7,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,Central California,06/29/2024,26,2024,591,7535,7.843397478,Low,95,2301,4.12864,Low,1,1502,0.066578,Very Low,,,,,,2620187,23,,,0.8777999433,,,Very Low,,,194,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,California,06/29/2024,26,2024,5324,70251,7.578539807,Low,741,24145,3.068958,Low,15,15808,0.094889,Very Low,,,,,,24193302,358,,,1.479748403,,,Very Low,,,1290,7,3,0,0.542636,0.232558,0,,,
2023/2024,>64 yrs,Rural North,06/29/2024,26,2024,37,250,14.8,High,4,233,1.716738,Very Low,0,149,0,Very Low,,,,,,146162,6,,,4.10503414,,,Low,,,102,2,0,0,1.960784,0,0,,,
2023/2024,>64 yrs,Los Angeles,06/29/2024,26,2024,663,11287,5.874014353,Low,51,3577,1.425776,Very Low,5,2401,0.208247,Very Low,,,,,,1558959,224,,,14.36856261,,,Moderate,,,918,6,0,0,0.653595,0,0,,,
2023/2024,0-17 yrs,California,06/29/2024,26,2024,1014,18116,5.597262089,Low,312,8603,3.626642,Low,27,6271,0.430553,Very Low,,,,,,8694111,35,,,0.4025713497,,,Very Low,,,59,0,0,0,0,0,0,11,19,7
2023/2024,18-64 yrs,Bay Area,06/29/2024,26,2024,1868,24498,7.625112254,Low,220,3665,6.002729,Low,6,2460,0.243902,Very Low,,,,,,5244977,125,,,2.383232567,,,Very Low,,,202,3,1,0,1.485149,0.49505,0,,,
2023/2024,0-17 yrs,Southern California,06/29/2024,26,2024,230,3490,6.59025788,Low,58,2117,2.739726,Low,5,1621,0.308452,Very Low,,,,,,2950125,9,,,0.305071819,,,Very Low,,,25,0,0,0,0,0,0,,,
2023/2024,All Ages,Greater Sierra-Sacramento,06/29/2024,26,2024,956,6694,14.28144607,High,108,3320,3.253012,Low,1,1974,0.050659,Very Low,,,,,,2973210,219,,,7.365776383,,,Low,,,469,3,0,0,0.639659,0,0,,,
2023/2024,>64 yrs,Central California,06/29/2024,26,2024,328,2165,15.15011547,High,23,1235,1.862348,Very Low,0,834,0,Very Low,,,,,,565180,117,,,20.70136948,,,Moderate,,,430,7,1,0,1.627907,0.232558,0,,,
2023/2024,All Ages,Southern California,06/29/2024,26,2024,2187,24871,8.793373809,Moderate,286,12317,2.321994,Low,10,6427,0.155594,Very Low,,,,,,12802429,243,,,1.89807731,,,Very Low,,,1834,15,2,0,0.817884,0.109051,0,,,
2023/2024,0-17 yrs,Bay Area,06/29/2024,26,2024,326,7252,4.495311638,Low,97,1798,5.394883,Low,7,1338,0.523169,Very Low,,,,,,1696702,15,,,0.8840680332,,,Very Low,,,4,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Bay Area,06/29/2024,26,2024,1268,9438,13.4350498,High,74,2755,2.686025,Low,17,2046,0.83089,Very Low,,,,,,1450195,418,,,28.82370991,,,High,,,896,20,0,0,2.232143,0,0,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,06/29/2024,26,2024,309,1647,18.76138434,Very High,22,1008,2.18254,Low,1,647,0.15456,Very Low,,,,,,510647,164,,,32.11611935,,,Very High,,,363,3,0,0,0.826446,0,0,,,
2023/2024,0-17 yrs,Los Angeles,06/29/2024,26,2024,190,3155,6.022187005,Low,66,1653,3.99274,Low,10,1072,0.932836,Very Low,,,,,,1975596,2,,,0.1012352728,,,Very Low,,,15,0,0,0,0,0,0,,,
2024/2025,18-64 yrs,Los Angeles,07/06/2024,27,2024,1233,16754,7.359436553,Low,127,4695,2.705005,Low,4,2839,0.140895,Very Low,,,,,,6240953,86,,,1.377994675,,,Very Low,,,297,1,0,0,0.3367,0,0,,,
2024/2025,0-17 yrs,Greater Sierra-Sacramento,07/06/2024,27,2024,114,1144,9.965034965,Moderate,14,731,1.915185,Very Low,0,395,0,Very Low,,,,,,662349,2,,,0.3019556155,,,Very Low,,,7,0,0,0,0,0,0,,,
2024/2025,>64 yrs,Rural North,07/06/2024,27,2024,54,252,21.42857143,Very High,0,248,0,Very Low,2,168,1.190476,Low,,,,,,148325,1,,,0.6741951795,,,Very Low,,,104,2,0,0,1.923077,0,0,,,
2024/2025,>64 yrs,Southern California,07/06/2024,27,2024,896,6162,14.54073353,High,60,4662,1.287001,Very Low,3,2373,0.126422,Very Low,,,,,,2059864,255,,,12.37945806,,,Low,,,1343,21,2,0,1.563663,0.14892,0,,,
2024/2025,0-17 yrs,California,07/06/2024,27,2024,1275,16754,7.610122956,Low,292,8084,3.612073,Low,23,5858,0.392625,Very Low,,,,,,8544834,40,,,0.4681190998,,,Very Low,,,57,0,0,0,0,0,0,9,44,8
2024/2025,18-64 yrs,Bay Area,07/06/2024,27,2024,1887,20876,9.039087948,Moderate,182,3631,5.012393,Low,8,2425,0.329897,Very Low,,,,,,5222531,167,,,3.197683269,,,Low,,,230,2,1,0,0.869565,0.434783,0,,,
2024/2025,>64 yrs,Bay Area,07/06/2024,27,2024,1360,8891,15.29636711,High,95,2899,3.276992,Low,13,2089,0.622307,Very Low,,,,,,1498910,460,,,30.68896732,,,High,,,847,18,1,0,2.125148,0.118064,0,,,
2024/2025,>64 yrs,Central California,07/06/2024,27,2024,334,2073,16.1119151,High,17,1259,1.350278,Very Low,0,871,0,Very Low,,,,,,580446,126,,,21.70744565,,,Moderate,,,464,6,0,0,1.293103,0,0,,,
2024/2025,0-17 yrs,Southern California,07/06/2024,27,2024,302,3325,9.082706767,Moderate,68,2073,3.28027,Low,6,1556,0.385604,Very Low,,,,,,2904951,12,,,0.4130878628,,,Very Low,,,9,0,0,0,0,0,0,,,
2024/2025,18-64 yrs,Greater Sierra-Sacramento,07/06/2024,27,2024,540,3575,15.1048951,High,41,1366,3.001464,Low,1,832,0.120192,Very Low,,,,,,1793656,47,,,2.620346376,,,Very Low,,,113,1,1,0,0.884956,0.884956,0,,,
2024/2025,All Ages,Southern California,07/06/2024,27,2024,2432,21986,11.06158464,Moderate,286,12027,2.377983,Low,14,6305,0.222046,Very Low,,,,,,12840501,347,,,2.702386768,,,Very Low,,,1760,22,2,0,1.25,0.113636,0,,,
2024/2025,All Ages,Greater Sierra-Sacramento,07/06/2024,27,2024,1035,6442,16.06643899,High,74,3101,2.386327,Low,2,1879,0.10644,Very Low,,,,,,2981445,225,,,7.546676192,,,Low,,,500,11,1,0,2.2,0.2,0,,,
2024/2025,>64 yrs,Los Angeles,07/06/2024,27,2024,817,12361,6.609497614,Low,51,3712,1.373922,Very Low,0,2438,0,Very Low,,,,,,1608433,246,,,15.29438901,,,Moderate,,,939,11,0,0,1.171459,0,0,,,
2024/2025,>64 yrs,California,07/06/2024,27,2024,3903,31686,12.31774285,Moderate,257,16088,1.597464,Very Low,23,10705,0.214853,Very Low,,,,,,6421418,1264,,,19.68412584,,,Moderate,,,4077,68,3,0,1.667893,0.073584,0,,,
2024/2025,0-17 yrs,Rural North,07/06/2024,27,2024,15,143,10.48951049,Moderate,2,125,1.6,Very Low,3,73,4.109589,Moderate,,,,,,147863,0,,,0,,,Very Low,,,3,0,0,0,0,0,0,,,
2024/2025,18-64 yrs,Southern California,07/06/2024,27,2024,1234,12497,9.874369849,Moderate,158,5292,2.985639,Low,5,2376,0.210438,Very Low,,,,,,7875686,80,,,1.01578453,,,Very Low,,,408,1,0,0,0.245098,0,0,,,
2024/2025,18-64 yrs,Rural North,07/06/2024,27,2024,63,466,13.5193133,High,5,273,1.831502,Very Low,0,149,0,Very Low,,,,,,384002,0,,,0,,,Very Low,,,29,0,0,0,0,0,0,,,
2024/2025,0-17 yrs,Los Angeles,07/06/2024,27,2024,222,2713,8.182823443,Moderate,45,1556,2.892031,Low,3,1019,0.294406,Very Low,,,,,,1934637,12,,,0.6202713998,,,Very Low,,,18,0,0,0,0,0,0,,,
2024/2025,18-64 yrs,Central California,07/06/2024,27,2024,675,6349,10.63159553,Moderate,48,2168,2.214022,Low,0,1407,0,Very Low,,,,,,2636654,66,,,2.503172582,,,Very Low,,,199,0,0,0,0,0,0,,,
2024/2025,All Ages,Central California,07/06/2024,27,2024,1207,10879,11.09476974,Moderate,107,4466,2.39588,Low,1,3062,0.032658,Very Low,,,,,,4441622,198,,,4.457830946,,,Low,,,675,6,0,0,0.888889,0,0,,,
2024/2025,0-17 yrs,Central California,07/06/2024,27,2024,198,2453,8.071748879,Moderate,42,1039,4.042348,Low,1,784,0.127551,Very Low,,,,,,1224522,6,,,0.4899871133,,,Very Low,,,12,0,0,0,0,0,0,,,
