SEASON,AGE_GRP,RPHO_REGION,WEEKENDING,MMWR_WEEK,MMWR_YEAR,COV_POSITIVES,COV_TOTAL_TESTS,COV_TP,COV_TP_LEVEL,FLU_POSITIVES,FLU_TOTAL_TESTS,FLU_TP,FLU_TP_LEVEL,RSV_POSITIVES,RSV_TOTAL_TESTS,RSV_TP,RSV_TP_LEVEL,FLU_A_TESTS,FLU_B_TESTS,COV_ED_VISITS,FLU_ED_VISITS,RSV_ED_VISITS,POP,COV_ADM,FLU_ADM,RSV_ADM,COV_ADM_RATE,FLU_ADM_RATE,RSV_ADM_RATE,COV_ADM_LEVEL,FLU_ADM_LEVEL,RSV_ADM_LEVEL,TOTAL_DEATHS,COV_DEATHS,FLU_DEATHS,RSV_DEATHS,COV_DEATHS_PER,FLU_DEATHS_PER,RSV_DEATHS_PER,SEASON_COV_PED_DEATHS,SEASON_FLU_PED_DEATHS,SEASON_RSV_PED_DEATHS
2024/2025,All Ages,Rural North,11/09/2024,45,2024,37,824,4.490291262,Low,17,828,2.05314,Low,5,481,1.039501,Low,,,,,,671778,8,5,2,1.190869603,0.7442935017,0.2977174007,Very Low,Very Low,Very Low,150,1,0,0,0.666667,0,0,,,
2024/2025,All Ages,Central California,11/09/2024,45,2024,307,12134,2.530080765,Very Low,187,7384,2.532503,Low,77,5353,1.438446,Low,,,,,,4441622,47,9,9,1.058171992,0.2026286793,0.2026286793,Very Low,Very Low,Very Low,650,3,1,0,0.461538,0.153846,0,,,
2024/2025,>64 yrs,Greater Sierra-Sacramento,11/09/2024,45,2024,125,1613,7.749535028,Low,23,1608,1.430348,Very Low,9,1266,0.7109,Very Low,,,,,,523999,49,4,0,9.4,0.8,0,Low,Very Low,Very Low,393,2,0,0,0.508906,0,0,,,
2024/2025,18-64 yrs,Bay Area,11/09/2024,45,2024,276,15930,1.732580038,Very Low,251,7235,3.469247,Low,53,5728,0.925279,Very Low,,,,,,5222531,45,19,6,0.9,0.4,0.1,Very Low,Very Low,Very Low,195,1,0,0,0.512821,0,0,,,
2024/2025,All Ages,Los Angeles,11/09/2024,45,2024,520,32167,1.616563559,Very Low,397,14236,2.788705,Low,181,9512,1.90286,Low,,,,,,9784023,216,37,37,2.207680828,0.3781675493,0.3781675493,Very Low,Very Low,Very Low,1208,6,2,0,0.496689,0.165563,0,,,
2024/2025,>64 yrs,Central California,11/09/2024,45,2024,93,1793,5.186837702,Low,14,1676,0.835322,Very Low,3,1213,0.247321,Very Low,,,,,,580446,31,3,5,5.3,0.5,0.9,Low,Very Low,Low,463,3,0,0,0.647948,0,0,,,
2024/2025,18-64 yrs,Southern California,11/09/2024,45,2024,259,16707,1.550248399,Very Low,232,6453,3.595227,Low,8,2793,0.28643,Very Low,,,,,,7875686,34,34,1,0.4,0.4,0,Very Low,Very Low,Very Low,392,2,1,0,0.510204,0.255102,0,,,
2024/2025,>64 yrs,Los Angeles,11/09/2024,45,2024,201,10437,1.925840759,Very Low,52,4640,1.12069,Very Low,13,3400,0.382353,Very Low,,,,,,1608433,136,21,2,8.5,1.3,0.1,Low,Low,Very Low,893,4,2,0,0.447928,0.223964,0,,,
2024/2025,>64 yrs,California,11/09/2024,45,2024,928,26727,3.472144274,Low,226,17782,1.270948,Very Low,80,12844,0.622859,Very Low,,,,,,6417710,428,81,29,6.669045501,1.262132443,0.4518745783,Low,Low,Very Low,4066,29,4,1,0.713232,0.098377,0.024594,,,
2024/2025,18-64 yrs,California,11/09/2024,45,2024,1110,60532,1.833740831,Very Low,897,27663,3.242598,Low,103,17272,0.596341,Very Low,,,,,,24146980,189,75,10,0.7827065745,0.310597847,0.04141304627,Very Low,Very Low,Very Low,1187,6,2,0,0.505476,0.168492,0,,,
2024/2025,>64 yrs,Rural North,11/09/2024,45,2024,20,156,12.82051282,Moderate,4,230,1.73913,Very Low,1,155,0.645161,Very Low,,,,,,146058,5,4,2,3.4,2.7,1.4,Low,Low,Low,120,1,0,0,0.833333,0,0,,,
2024/2025,All Ages,Greater Sierra-Sacramento,11/09/2024,45,2024,268,7016,3.819840365,Low,163,5665,2.877317,Low,44,4076,1.07949,Low,,,,,,2977149,72,9,4,2.418421114,0.3023026392,0.1343567285,Very Low,Very Low,Very Low,487,3,0,0,0.616016,0,0,,,
2024/2025,18-64 yrs,Rural North,11/09/2024,45,2024,13,443,2.934537246,Very Low,10,363,2.754821,Low,0,189,0,Very Low,,,,,,379673,2,1,0,0.5,0.3,0,Very Low,Very Low,Very Low,28,0,0,0,0,0,0,,,
2024/2025,All Ages,California,11/09/2024,45,2024,2311,111495,2.072738688,Very Low,1896,61641,3.075875,Low,893,42377,2.107275,Low,,,0.4,0.3,0.1,39107026,643,177,117,1.644205826,0.4526040922,0.2991789762,Very Low,Very Low,Very Low,5302,35,6,1,0.660128,0.113165,0.018861,,,
2024/2025,All Ages,Southern California,11/09/2024,45,2024,536,28558,1.876882135,Very Low,440,14812,2.970564,Low,111,7904,1.404352,Low,,,,,,12840501,126,80,29,0.9812701233,0.6230286497,0.2258478855,Very Low,Very Low,Very Low,1788,14,2,0,0.782998,0.111857,0,,,
2024/2025,0-17 yrs,Bay Area,11/09/2024,45,2024,74,7570,0.9775429326,Very Low,222,4766,4.657994,Low,367,3948,9.295846,High,,,,,,1670512,2,1,17,0.1,0.1,1,Very Low,Very Low,Low,5,0,0,0,0,0,0,,,
2024/2025,0-17 yrs,Greater Sierra-Sacramento,11/09/2024,45,2024,28,1800,1.555555556,Very Low,74,1521,4.86522,Low,30,1113,2.695418,Low,,,,,,661667,3,1,3,0.5,0.2,0.5,Very Low,Very Low,Low,4,0,0,0,0,0,0,,,
2024/2025,0-17 yrs,Central California,11/09/2024,45,2024,37,3823,0.9678263144,Very Low,109,2428,4.489292,Low,65,1935,3.359173,Low,,,,,,1224522,1,3,3,0.1,0.2,0.2,Very Low,Very Low,Very Low,5,0,0,0,0,0,0,,,
2024/2025,18-64 yrs,Los Angeles,11/09/2024,45,2024,264,16772,1.574051991,Very Low,180,6457,2.787672,Low,19,3897,0.487555,Very Low,,,,,,6240953,73,14,1,1.2,0.2,0,Very Low,Very Low,Very Low,300,2,0,0,0.666667,0,0,,,
2024/2025,0-17 yrs,California,11/09/2024,45,2024,271,24190,1.120297644,Very Low,768,16121,4.763972,Low,710,12258,5.792136,Moderate,,,,,,8542336,23,21,77,0.2692471942,0.2458343947,0.9013927806,Very Low,Very Low,Low,49,0,0,0,0,0,0,9,44,8
2024/2025,All Ages,Bay Area,11/09/2024,45,2024,619,29878,2.071758485,Very Low,521,16360,3.184597,Low,453,13585,3.33456,Low,,,,,,8391953,174,37,36,2.073414853,0.4408985608,0.4289823835,Very Low,Very Low,Very Low,1019,8,1,1,0.785083,0.098135,0.098135,,,
2024/2025,0-17 yrs,Rural North,11/09/2024,45,2024,4,225,1.777777778,Very Low,2,232,0.862069,Very Low,4,137,2.919708,Low,,,,,,146047,1,0,0,0.7,0,0,Very Low,Very Low,Very Low,2,0,0,0,0,0,0,,,
2024/2025,0-17 yrs,Los Angeles,11/09/2024,45,2024,55,4926,1.116524564,Very Low,165,3128,5.274936,Low,149,2215,6.726862,Moderate,,,,,,1934637,4,2,33,0.2,0.1,1.7,Very Low,Very Low,Moderate,15,0,0,0,0,0,0,,,
2024/2025,>64 yrs,Bay Area,11/09/2024,45,2024,268,6371,4.206560979,Low,48,4357,1.101675,Very Low,33,3909,0.844206,Very Low,,,,,,1498910,127,17,13,8.5,1.1,0.9,Low,Low,Low,819,7,1,1,0.854701,0.1221,0.1221,,,
2024/2025,>64 yrs,Southern California,11/09/2024,45,2024,208,6081,3.420490051,Low,63,4637,1.358637,Very Low,18,2435,0.73922,Very Low,,,,,,2059864,80,32,7,3.9,1.6,0.3,Low,Low,Very Low,1378,12,1,0,0.870827,0.072569,0,,,
2024/2025,0-17 yrs,Southern California,11/16/2024,46,2024,77,5495,1.401273885,Very Low,312,3802,8.206207,Low,130,2717,4.784689,Moderate,,,,,,2904951,11,20,31,0.4,0.7,1.1,Very Low,Very Low,Low,23,0,0,0,0,0,0,,,
2024/2025,18-64 yrs,Los Angeles,11/16/2024,46,2024,318,16323,1.948171292,Very Low,400,6800,5.882353,Low,24,4090,0.586797,Very Low,,,,,,6240953,77,32,6,1.2,0.5,0.1,Very Low,Very Low,Very Low,266,2,1,0,0.75188,0.37594,0,,,
2024/2025,>64 yrs,Greater Sierra-Sacramento,11/16/2024,46,2024,82,1541,5.321219987,Low,36,1666,2.160864,Low,4,1290,0.310078,Very Low,,,,,,523999,33,11,0,6.3,2.1,0,Low,Low,Very Low,411,6,0,0,1.459854,0,0,,,
2024/2025,0-17 yrs,Central California,11/16/2024,46,2024,35,3299,1.060927554,Very Low,153,2465,6.206897,Low,99,1950,5.076923,Moderate,,,,,,1224522,1,2,2,0.1,0.2,0.2,Very Low,Very Low,Very Low,8,0,0,0,0,0,0,,,
2024/2025,All Ages,Southern California,11/16/2024,46,2024,648,30122,2.151251577,Very Low,864,15721,5.495834,Low,156,8166,1.91036,Low,,,,,,12840501,186,127,36,1.448541611,0.9890579815,0.2803628924,Very Low,Very Low,Very Low,1827,14,2,1,0.766284,0.109469,0.054735,,,
2024/2025,All Ages,California,11/16/2024,46,2024,2399,105774,2.268043186,Very Low,3276,65020,5.03845,Low,1264,43995,2.873054,Low,,,0.3,0.4,0.1,39115438,715,323,146,1.827922776,0.8257609182,0.3732541612,Very Low,Very Low,Very Low,5524,49,6,2,0.887038,0.108617,0.036206,,,
2024/2025,18-64 yrs,California,11/16/2024,46,2024,1200,57140,2.100105005,Very Low,1548,29295,5.284178,Low,183,18087,1.011776,Low,,,,,,24151309,217,136,36,0.8985020232,0.5631164754,0.1490602435,Very Low,Very Low,Very Low,1184,5,3,0,0.422297,0.253378,0,,,
2024/2025,0-17 yrs,California,11/16/2024,46,2024,294,22714,1.294355904,Very Low,1313,16988,7.728985,Low,1018,12947,7.862825,High,,,,,,8544152,26,39,79,0.3043017025,0.4564525537,0.9246090191,Very Low,Very Low,Low,61,0,0,0,0,0,0,9,44,8
2024/2025,>64 yrs,Central California,11/16/2024,46,2024,90,1709,5.266237566,Low,13,1808,0.719027,Very Low,7,1244,0.562701,Very Low,,,,,,580446,36,4,10,6.2,0.7,1.7,Low,Very Low,Moderate,498,7,0,0,1.405622,0,0,,,
2024/2025,0-17 yrs,Rural North,11/16/2024,46,2024,10,228,4.385964912,Low,7,231,3.030303,Low,4,150,2.666667,Low,,,,,,147863,0,0,0,0,0,0,Very Low,Very Low,Very Low,2,0,0,0,0,0,0,,,
2024/2025,All Ages,Los Angeles,11/16/2024,46,2024,596,31943,1.865823498,Very Low,772,15081,5.119024,Low,244,9857,2.475398,Low,,,,,,9784023,222,86,27,2.269005296,0.8789840335,0.2759601035,Very Low,Very Low,Very Low,1253,11,2,1,0.877893,0.159617,0.079808,,,
2024/2025,18-64 yrs,Greater Sierra-Sacramento,11/16/2024,46,2024,111,3476,3.193325662,Low,97,2669,3.63432,Low,11,1768,0.622172,Very Low,,,,,,1791483,18,9,3,1,0.5,0.2,Very Low,Very Low,Very Low,105,0,0,0,0,0,0,,,
2024/2025,All Ages,Bay Area,11/16/2024,46,2024,581,24960,2.327724359,Very Low,823,17055,4.825564,Low,644,14225,4.527241,Moderate,,,,,,8391953,175,71,55,2.085331031,0.8460485896,0.6553897525,Very Low,Very Low,Low,1051,7,1,0,0.666032,0.095147,0,,,
2024/2025,>64 yrs,Bay Area,11/16/2024,46,2024,220,5769,3.813485873,Low,103,4557,2.260259,Low,32,4044,0.791296,Very Low,,,,,,1498910,117,27,12,7.8,1.8,0.8,Low,Low,Low,842,6,0,0,0.712589,0,0,,,
2024/2025,All Ages,Greater Sierra-Sacramento,11/16/2024,46,2024,223,6728,3.31450654,Low,226,5892,3.835709,Low,66,4208,1.568441,Low,,,,,,2977149,54,24,10,1.813815835,0.8061403712,0.3358918213,Very Low,Very Low,Very Low,523,6,0,0,1.147228,0,0,,,
2024/2025,All Ages,Central California,11/16/2024,46,2024,274,10250,2.673170732,Very Low,297,7741,3.836714,Low,117,5467,2.140113,Low,,,,,,4441622,49,11,18,1.103200588,0.2476572748,0.4052573587,Very Low,Very Low,Very Low,696,8,0,0,1.149425,0,0,,,
2024/2025,>64 yrs,Los Angeles,11/16/2024,46,2024,214,10258,2.086176643,Very Low,82,4772,1.718357,Very Low,11,3246,0.338879,Very Low,,,,,,1608433,136,42,5,8.5,2.6,0.3,Low,Low,Very Low,973,9,1,1,0.924974,0.102775,0.102775,,,
2024/2025,0-17 yrs,Los Angeles,11/16/2024,46,2024,64,5337,1.199175567,Very Low,290,3509,8.264463,Low,209,2521,8.290361,High,,,,,,1934637,6,9,14,0.3,0.5,0.7,Very Low,Very Low,Low,14,0,0,0,0,0,0,,,
2024/2025,>64 yrs,Rural North,11/16/2024,46,2024,22,211,10.42654028,Moderate,2,286,0.699301,Very Low,1,180,0.555556,Very Low,,,,,,148325,23,3,0,15.5,2,0,Moderate,Low,Very Low,134,3,1,0,2.238806,0.746269,0,,,
2024/2025,18-64 yrs,Bay Area,11/16/2024,46,2024,286,12643,2.262121332,Very Low,345,7498,4.601227,Low,105,5985,1.754386,Low,,,,,,5222531,53,40,18,1,0.8,0.3,Very Low,Very Low,Very Low,202,1,1,0,0.49505,0.49505,0,,,
2024/2025,18-64 yrs,Southern California,11/16/2024,46,2024,308,18519,1.663156758,Very Low,411,7000,5.871429,Low,19,2934,0.64758,Very Low,,,,,,7875686,51,49,3,0.6,0.6,0,Very Low,Very Low,Very Low,383,1,1,0,0.261097,0.261097,0,,,
2024/2025,0-17 yrs,Greater Sierra-Sacramento,11/16/2024,46,2024,30,1711,1.753360608,Very Low,93,1557,5.973025,Low,51,1150,4.434783,Moderate,,,,,,661667,3,4,7,0.5,0.6,1.1,Very Low,Very Low,Low,7,0,0,0,0,0,0,,,
2024/2025,18-64 yrs,Central California,11/16/2024,46,2024,149,5239,2.844054209,Very Low,131,3468,3.777393,Low,11,2273,0.483942,Very Low,,,,,,2636654,12,5,6,0.5,0.2,0.2,Very Low,Very Low,Very Low,190,1,0,0,0.526316,0,0,,,
2024/2025,18-64 yrs,Rural North,11/16/2024,46,2024,16,437,3.661327231,Low,11,390,2.820513,Low,1,196,0.510204,Very Low,,,,,,384002,6,1,0,1.6,0.3,0,Very Low,Very Low,Very Low,38,0,0,0,0,0,0,,,
2024/2025,All Ages,Rural North,11/16/2024,46,2024,48,876,5.479452055,Low,20,907,2.205072,Low,6,526,1.140684,Low,,,,,,680190,29,4,0,4.263514606,0.5880709802,0,Low,Very Low,Very Low,174,3,1,0,1.724138,0.574713,0,,,
2024/2025,>64 yrs,Southern California,11/16/2024,46,2024,263,6108,4.305828422,Low,141,4919,2.866436,Low,7,2515,0.27833,Very Low,,,,,,2059864,123,58,2,6,2.8,0.1,Low,Low,Very Low,1421,13,1,1,0.914849,0.070373,0.070373,,,
2024/2025,0-17 yrs,Bay Area,11/16/2024,46,2024,75,6537,1.147315282,Very Low,375,5000,7.5,Low,507,4196,12.082936,Very High,,,,,,1670512,5,4,25,0.3,0.2,1.5,Very Low,Very Low,Moderate,7,0,0,0,0,0,0,,,
2024/2025,>64 yrs,California,11/16/2024,46,2024,905,25880,3.49690881,Low,412,18682,2.205331,Low,62,12959,0.478432,Very Low,,,,,,6419977,468,145,29,7.289745742,2.25857507,0.4517150139,Low,Low,Very Low,4279,44,3,2,1.028278,0.07011,0.04674,,,
2024/2025,0-17 yrs,Central California,11/23/2024,47,2024,48,3567,1.345668629,Very Low,210,2656,7.906627,Low,147,2123,6.924164,Moderate,,,,,,1224522,1,2,4,0.1,0.2,0.3,Very Low,Very Low,Very Low,10,0,0,1,0,0,10,,,
2024/2025,0-17 yrs,Greater Sierra-Sacramento,11/23/2024,47,2024,40,1838,2.176278564,Very Low,145,1689,8.584962,Low,87,1290,6.744186,Moderate,,,,,,661667,8,2,10,1.2,0.3,1.5,Very Low,Very Low,Moderate,5,0,0,0,0,0,0,,,
2024/2025,18-64 yrs,Bay Area,11/23/2024,47,2024,247,13100,1.885496183,Very Low,445,8098,5.495184,Low,111,6496,1.708744,Low,,,,,,5222531,39,56,12,0.7,1.1,0.2,Very Low,Low,Very Low,217,0,1,0,0,0.460829,0,,,
2024/2025,0-17 yrs,California,11/23/2024,47,2024,321,25009,1.283537926,Very Low,2016,19091,10.55995,Moderate,1425,14492,9.833011,High,,,,,,8544152,39,64,118,0.4564525537,0.7490503446,1.381061573,Very Low,Very Low,Low,65,0,1,2,0,1.538462,3.076923,9,44,8
2024/2025,>64 yrs,Rural North,11/23/2024,47,2024,25,193,12.95336788,Moderate,13,351,3.703704,Low,0,182,0,Very Low,,,,,,148325,26,16,0,17.5,10.8,0,Moderate,Very High,Very Low,125,0,2,0,0,1.6,0,,,
2024/2025,0-17 yrs,Bay Area,11/23/2024,47,2024,66,7406,0.8911693222,Very Low,519,5629,9.22011,Moderate,685,4753,14.41195,Very High,,,,,,1670512,7,9,36,0.4,0.5,2.2,Very Low,Very Low,High,10,0,1,1,0,10,10,,,
2024/2025,18-64 yrs,Greater Sierra-Sacramento,11/23/2024,47,2024,123,3438,3.577661431,Low,141,2813,5.012442,Low,18,1828,0.984683,Very Low,,,,,,1791483,17,13,2,0.9,0.7,0.1,Very Low,Very Low,Very Low,107,1,0,0,0.934579,0,0,,,
2024/2025,All Ages,Los Angeles,11/23/2024,47,2024,611,32813,1.862066864,Very Low,1346,16939,7.94616,Low,303,10602,2.857951,Low,,,,,,9784023,199,134,56,2.03392817,1.369579773,0.5723616962,Very Low,Low,Low,1456,9,2,0,0.618132,0.137363,0,,,
2024/2025,18-64 yrs,Central California,11/23/2024,47,2024,150,5592,2.682403434,Very Low,187,3746,4.991991,Low,17,2497,0.680817,Very Low,,,,,,2636654,17,11,9,0.6,0.4,0.3,Very Low,Very Low,Very Low,190,0,0,0,0,0,0,,,
2024/2025,>64 yrs,Southern California,11/23/2024,47,2024,272,6328,4.298356511,Low,208,5434,3.827751,Low,14,2800,0.5,Very Low,,,,,,2059864,128,80,10,6.2,3.9,0.5,Low,Low,Low,1489,20,3,0,1.343183,0.201478,0,,,
2024/2025,>64 yrs,Central California,11/23/2024,47,2024,85,1705,4.985337243,Low,25,1900,1.315789,Very Low,8,1375,0.581818,Very Low,,,,,,580446,25,17,12,4.3,2.9,2.1,Low,Low,High,469,6,0,1,1.279318,0,0.21322,,,
2024/2025,18-64 yrs,Los Angeles,11/23/2024,47,2024,300,16755,1.790510295,Very Low,680,7834,8.680112,Low,41,4490,0.91314,Very Low,,,,,,6240953,54,44,10,0.9,0.7,0.2,Very Low,Very Low,Very Low,335,0,0,0,0,0,0,,,
2024/2025,18-64 yrs,Southern California,11/23/2024,47,2024,279,20388,1.368452031,Very Low,642,7560,8.492063,Low,26,3258,0.798036,Very Low,,,,,,7875686,39,89,3,0.5,1.1,0,Very Low,Low,Very Low,358,1,2,0,0.27933,0.558659,0,,,
2024/2025,0-17 yrs,Los Angeles,11/23/2024,47,2024,67,5566,1.203736974,Very Low,514,3947,13.022549,Moderate,237,2716,8.726068,High,,,,,,1934637,16,21,38,0.8,1.1,2,Very Low,Low,High,12,0,0,0,0,0,0,,,
2024/2025,All Ages,Greater Sierra-Sacramento,11/23/2024,47,2024,260,6908,3.763752171,Low,338,6294,5.370194,Low,117,4513,2.592511,Low,,,,,,2977149,81,40,17,2.720723753,1.343567285,0.5710160963,Very Low,Low,Low,523,5,0,1,0.956023,0,0.191205,,,
2024/2025,>64 yrs,California,11/23/2024,47,2024,957,26854,3.563714903,Low,629,20393,3.084392,Low,120,14087,0.851849,Very Low,,,,,,6419977,481,242,59,7.492238679,3.769483909,0.9190064077,Low,Low,Low,4477,46,10,2,1.027474,0.223364,0.044673,,,
2024/2025,0-17 yrs,Rural North,11/23/2024,47,2024,11,232,4.74137931,Low,12,281,4.270463,Low,1,153,0.653595,Very Low,,,,,,147863,1,0,0,0.7,0,0,Very Low,Very Low,Very Low,1,0,0,0,0,0,0,,,
2024/2025,>64 yrs,Greater Sierra-Sacramento,11/23/2024,47,2024,97,1631,5.947271612,Low,52,1791,2.903406,Low,12,1394,0.860832,Very Low,,,,,,523999,56,25,5,10.7,4.8,1,Low,Moderate,Low,411,4,0,1,0.973236,0,0.243309,,,
2024/2025,18-64 yrs,Rural North,11/23/2024,47,2024,21,429,4.895104895,Low,24,452,5.309735,Low,1,212,0.471698,Very Low,,,,,,384002,1,1,0,0.3,0.3,0,Very Low,Very Low,Very Low,28,0,0,0,0,0,0,,,
2024/2025,All Ages,Southern California,11/23/2024,47,2024,637,33011,1.92965981,Very Low,1342,17401,7.7122,Low,275,9211,2.985561,Low,,,,,,12840501,173,199,43,1.347299455,1.549783766,0.3348778992,Very Low,Low,Very Low,1874,21,5,0,1.120598,0.266809,0,,,
2024/2025,All Ages,California,11/23/2024,47,2024,2410,112228,2.147414192,Very Low,4983,71667,6.952991,Low,1765,48265,3.656894,Low,,,0.4,0.6,0.1,39115438,689,526,214,1.761452857,1.344737594,0.547098565,Very Low,Low,Low,5777,48,14,4,0.830881,0.24234,0.06924,,,
2024/2025,>64 yrs,Los Angeles,11/23/2024,47,2024,244,10409,2.344125276,Very Low,152,5158,2.946879,Low,25,3396,0.73616,Very Low,,,,,,1608433,127,63,8,7.9,3.9,0.5,Low,Low,Low,1109,9,2,0,0.811542,0.180343,0,,,
2024/2025,0-17 yrs,Southern California,11/23/2024,47,2024,85,6288,1.351781171,Very Low,492,4407,11.164057,Moderate,235,3153,7.453219,High,,,,,,2904951,6,30,30,0.2,1,1,Very Low,Low,Low,27,0,0,0,0,0,0,,,
2024/2025,>64 yrs,Bay Area,11/23/2024,47,2024,219,6337,3.455893956,Low,124,5009,2.475544,Low,57,4440,1.283784,Low,,,,,,1498910,119,41,24,7.9,2.7,1.6,Low,Low,Moderate,874,7,3,0,0.800915,0.343249,0,,,
2024/2025,18-64 yrs,California,11/23/2024,47,2024,1129,60249,1.873890023,Very Low,2326,32091,7.248138,Low,220,19665,1.118739,Low,,,,,,24151309,167,214,36,0.6914739073,0.8860803363,0.1490602435,Very Low,Very Low,Very Low,1235,2,3,0,0.161943,0.242915,0,,,
2024/2025,All Ages,Bay Area,11/23/2024,47,2024,533,26857,1.984585024,Very Low,1088,18740,5.805763,Low,853,15692,5.435891,Moderate,,,,,,8391953,165,106,73,1.966169258,1.263114796,0.8698809443,Very Low,Low,Low,1101,7,5,1,0.635786,0.454133,0.090827,,,
2024/2025,All Ages,Central California,11/23/2024,47,2024,284,10874,2.611734412,Very Low,422,8302,5.083113,Low,172,5995,2.869058,Low,,,,,,4441622,43,30,25,0.9681148013,0.6754289311,0.5628574426,Very Low,Very Low,Low,669,6,0,2,0.896861,0,0.298954,,,
2024/2025,All Ages,Rural North,11/23/2024,47,2024,57,854,6.674473068,Low,49,1084,4.520295,Low,2,547,0.365631,Very Low,,,,,,680190,28,17,0,4.116496861,2.499301666,0,Low,Low,Very Low,154,0,2,0,0,1.298701,0,,,
2024/2025,All Ages,Greater Sierra-Sacramento,11/30/2024,48,2024,184,6535,2.815608263,Very Low,459,6160,7.451299,Low,158,4274,3.696771,Low,,,,,,2977149,58,47,12,1.948172564,1.57869156,0.4030701856,Very Low,Low,Very Low,483,3,1,0,0.621118,0.207039,0,,,
2024/2025,All Ages,Rural North,11/30/2024,48,2024,43,746,5.764075067,Low,66,1192,5.536913,Low,14,585,2.393162,Low,,,,,,680190,22,18,15,3.234390391,2.646319411,2.205266176,Low,Low,High,134,0,1,0,0,0.746269,0,,,
2024/2025,>64 yrs,California,11/30/2024,48,2024,886,25965,3.412285769,Low,959,20730,4.626146,Low,193,14141,1.364826,Low,,,,,,6419977,461,310,84,7.180711084,4.828677735,1.308415902,Low,Moderate,Low,4298,34,8,1,0.791066,0.186133,0.023267,,,
2024/2025,0-17 yrs,Southern California,11/30/2024,48,2024,78,5543,1.407180227,Very Low,789,4294,18.374476,High,308,3019,10.202054,Very High,,,,,,2904951,12,48,59,0.4,1.7,2,Very Low,Low,High,19,0,0,0,0,0,0,,,
2024/2025,18-64 yrs,Southern California,11/30/2024,48,2024,300,19904,1.507234727,Very Low,1052,7932,13.262733,Moderate,35,3442,1.016851,Low,,,,,,7875686,36,105,9,0.5,1.3,0.1,Very Low,Low,Very Low,386,0,4,0,0,1.036269,0,,,
2024/2025,18-64 yrs,Greater Sierra-Sacramento,11/30/2024,48,2024,78,3266,2.388242498,Very Low,220,2807,7.837549,Low,28,1753,1.597262,Low,,,,,,1791483,15,20,2,0.8,1.1,0.1,Very Low,Low,Very Low,102,0,0,0,0,0,0,,,
2024/2025,>64 yrs,Southern California,11/30/2024,48,2024,276,6111,4.516445754,Low,345,5637,6.120277,Low,30,2874,1.043841,Low,,,,,,2059864,114,118,13,5.5,5.7,0.6,Low,Moderate,Low,1443,9,1,0,0.623701,0.0693,0,,,
2024/2025,>64 yrs,Los Angeles,11/30/2024,48,2024,262,9857,2.658009536,Very Low,235,5094,4.613271,Low,36,3309,1.087942,Low,,,,,,1608433,160,96,13,9.9,6,0.8,Low,High,Low,982,8,5,0,0.814664,0.509165,0,,,
2024/2025,0-17 yrs,California,11/30/2024,48,2024,280,22193,1.261659082,Very Low,2632,17593,14.960496,Moderate,1890,13326,14.182801,Very High,,,,,,8544152,57,118,198,0.6671229632,1.381061573,2.317374504,Very Low,Low,High,52,0,0,0,0,0,0,9,44,8
2024/2025,All Ages,Bay Area,11/30/2024,48,2024,418,25042,1.669195751,Very Low,1282,17005,7.538959,Low,1146,14391,7.96331,High,,,,,,8391953,134,82,96,1.596767761,0.9771265402,1.143953023,Very Low,Very Low,Low,1151,6,1,0,0.521286,0.086881,0,,,
2024/2025,18-64 yrs,Los Angeles,11/30/2024,48,2024,280,15099,1.854427446,Very Low,992,7612,13.032055,Moderate,39,4445,0.87739,Very Low,,,,,,6240953,77,92,6,1.2,1.5,0.1,Very Low,Low,Very Low,312,2,1,0,0.641026,0.320513,0,,,
2024/2025,All Ages,Central California,11/30/2024,48,2024,229,9977,2.295279142,Very Low,598,7989,7.485292,Low,212,5623,3.770229,Low,,,,,,4441622,48,41,19,1.08068629,0.9230862059,0.4277716564,Very Low,Very Low,Very Low,648,10,1,1,1.54321,0.154321,0.154321,,,
2024/2025,18-64 yrs,Central California,11/30/2024,48,2024,119,5334,2.230971129,Very Low,304,3775,8.05298,Low,14,2440,0.57377,Very Low,,,,,,2636654,17,20,1,0.6,0.8,0,Very Low,Very Low,Very Low,160,1,1,0,0.625,0.625,0,,,
2024/2025,18-64 yrs,Rural North,11/30/2024,48,2024,19,360,5.277777778,Low,26,511,5.088063,Low,1,220,0.454545,Very Low,,,,,,384002,1,5,1,0.3,1.3,0.3,Very Low,Low,Very Low,40,0,1,0,0,2.5,0,,,
2024/2025,All Ages,California,11/30/2024,48,2024,2166,104946,2.063918587,Very Low,7127,70228,10.148374,Moderate,2371,46662,5.081222,Moderate,,,0.4,1.2,0.2,39115438,703,708,328,1.797244351,1.810027028,0.838543595,Very Low,Low,Low,5567,38,15,1,0.682594,0.269445,0.017963,,,
2024/2025,All Ages,Southern California,11/30/2024,48,2024,655,31568,2.074885961,Very Low,2186,17863,12.237586,Moderate,373,9335,3.995715,Low,,,,,,12840501,162,272,81,1.261633016,2.118297409,0.6308165079,Very Low,Low,Low,1848,9,5,0,0.487013,0.270563,0,,,
2024/2025,>64 yrs,Rural North,11/30/2024,48,2024,17,223,7.623318386,Low,24,441,5.442177,Low,0,220,0,Very Low,,,,,,148325,21,13,14,14.2,8.8,9.4,Moderate,High,Very High,93,0,0,0,0,0,0,,,
