SEASON,WEEKENDING,MMWR_WEEK,MMWR_YEAR,us_aqi (USAQI),us_aqi_pm2_5 (USAQI),us_aqi_pm10 (USAQI),us_aqi_nitrogen_dioxide (USAQI),us_aqi_carbon_monoxide (USAQI),us_aqi_ozone (USAQI),us_aqi_sulphur_dioxide (USAQI),uv_index (),uv_index_clear_sky (),dust (μg/m³),aerosol_optical_depth (),ozone (μg/m³),sulphur_dioxide (μg/m³),nitrogen_dioxide (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),pm10 (μg/m³)
2025/2026,09/27/2025,39,2025,96,59,16,28,4,96,4,7.15,7.15,0.5238095238095238,0.11702380952380953,65.95238095238095,3.4226190476190474,17.373214285714283,12.305357142857144,263.4642857142857,14.496428571428572
2025/2026,10/04/2025,40,2025,50,50,15,18,5,40,3,5.95,6.25,0.5952380952380952,0.12196428571428572,57.148809523809526,1.6291666666666667,10.043452380952381,8.318452380952381,209.45833333333334,10.78452380952381
2025/2026,10/11/2025,41,2025,82,66,19,29,4,82,3,5.8,5.8,0.5952380952380952,0.07773809523809525,61.57142857142857,2.5702380952380954,18.62202380952381,12.390476190476189,232.61904761904762,14.120238095238093
2025/2026,10/18/2025,42,2025,61,61,17,34,6,58,4,5.2,5.2,0.4880952380952381,0.08136904761904762,57.464285714285715,3.030952380952381,20.344047619047622,10.295833333333334,279.9761904761905,11.28452380952381
2025/2026,10/25/2025,43,2025,79,79,24,36,5,62,4,4.7,4.85,0.8214285714285714,0.11,52.779761904761905,3.4529761904761904,24.007142857142856,16.388690476190476,296.7916666666667,18.33095238095238
2025/2026,11/01/2025,44,2025,65,65,19,34,5,41,4,4.7,4.75,0.08928571428571429,0.06833333333333333,44.00595238095238,4.505952380952381,28.776785714285715,12.803571428571429,285.13690476190476,14.505952380952381
2025/2026,11/08/2025,45,2025,73,73,23,30,8,38,5,4.25,4.25,0.07142857142857142,0.07958333333333334,42.45238095238095,3.8136904761904766,25.932738095238093,12.622619047619047,311.64285714285717,14.170833333333333
2025/2026,11/15/2025,46,2025,63,63,17,34,7,39,3,3.85,3.9,0.6666666666666666,0.08363095238095239,40.607142857142854,2.4267857142857143,24.87797619047619,9.92142857142857,347.9107142857143,11.297619047619047
2025/2026,11/22/2025,47,2025,63,63,17,32,6,38,4,2.75,2.95,0.07738095238095238,0.07797619047619048,43.50595238095238,3.1315476190476192,22.067857142857143,10.493452380952382,298.3333333333333,11.93452380952381
2025/2026,11/29/2025,48,2025,79,79,24,30,7,30,5,2.75,2.75,0.8333333333333334,0.06833333333333333,26.839285714285715,4.224404761904762,36.51130952380952,18.426785714285714,417.44642857142856,19.225595238095238
2025/2026,12/06/2025,49,2025,85,85,26,30,8,25,5,2.55,2.55,0.9107142857142857,0.07946428571428571,22.642857142857142,4.434523809523809,34.31666666666666,20.989880952380954,429.01190476190476,21.633928571428573
2025/2026,12/13/2025,50,2025,75,75,22,29,10,24,3,2.35,2.4,0.6845238095238095,0.054464285714285715,22.910714285714285,3.538095238095238,33.43035714285715,18.598809523809525,386.2261904761905,19.14166666666667
2025/2026,12/20/2025,51,2025,83,83,25,35,9,29,6,2.4,2.55,0.22023809523809523,0.07410714285714286,24.61904761904762,4.644047619047619,33.294642857142854,14.85357142857143,401.23809523809524,15.589880952380952
2025/2026,12/27/2025,52,2025,43,35,10,26,6,43,3,1.75,2.25,0.17261904761904762,0.09464285714285714,59.94642857142857,1.194047619047619,10.077380952380953,4.848214285714286,192.45833333333334,6.369642857142857
2025/2026,01/03/2026,53,2025,48,48,11,29,8,41,3,2.05,2.2,0.6547619047619048,0.07333333333333333,45.42261904761905,2.3041666666666667,19.247619047619047,7.470833333333333,348.0833333333333,8.392261904761906
2025/2026,01/10/2026,1,2026,52,52,14,30,7,36,4,2.5,2.55,1.3928571428571428,0.056666666666666664,50.32142857142857,2.343452380952381,18.85595238095238,6.406547619047619,275.17261904761904,8.038095238095238
2025/2026,01/17/2026,2,2026,64,64,17,28,9,25,3,2.65,2.65,0.6547619047619048,0.04529761904761905,24.11904761904762,3.149404761904762,32.89523809523809,13.381547619047618,526.6071428571429,14.04404761904762
2025/2026,01/24/2026,3,2026,90,90,29,29,11,29,6,2.8,2.95,1.3869047619047619,0.10321428571428572,23.547619047619047,4.815476190476191,34.81011904761905,19.800595238095237,544.3571428571429,21.09047619047619
2025/2026,01/31/2026,4,2026,62,62,18,31,8,38,3,3.1,3.3,1.7023809523809523,0.12863095238095237,36.43452380952381,3.306547619047619,27.770238095238092,12.247619047619047,428.3095238095238,13.563690476190475
2025/2026,02/07/2026,5,2026,86,86,29,32,7,35,6,3.5,3.5,2.3333333333333335,0.09642857142857142,34.410714285714285,5.105357142857143,34.625595238095244,17.919642857142858,424.0595238095238,19.773809523809526
2025/2026,02/14/2026,6,2026,68,68,21,29,4,38,5,3.4,3.7,1.0714285714285714,0.10041666666666667,51.50595238095238,2.7130952380952382,18.348809523809525,9.116071428571429,246.67857142857142,11.39642857142857
2025/2026,02/21/2026,7,2026,50,50,14,20,5,44,3,3.65,4.1,0.34523809523809523,0.08113095238095239,72.10714285714286,2.2773809523809527,9.399404761904762,4.463690476190476,221.67261904761904,5.9297619047619055
